,V 1.0,,,,,,,,,,,,,
721,907,Tin Waterpot,ブリキのじょうろ,25,3000,135,2,Icon_Item_FarmTool_007,2,1,44,1,"A tin waterpot. Though heavy, it can be charged to
water the field.","ブリキで作ったじょうろ。
ちょっと重いけど、チャージして水を
まくことができるようになった。"
722,908,Lion Waterpot,獅子のじょうろ,25,25000,400,4,Icon_Item_FarmTool_008,2,1,66,1,"A super-cool waterpot. So cool that it can cover
even wider areas.","かっこいいじょうろ。
そのかっこよさで、さらに広い範囲に
水がまけるようになった。"
723,909,Rainbow Waterpot,虹のじょうろ,25,0,600,7,Icon_Item_FarmTool_009,2,1,145,1,"A colorful waterpot. So colorful that it can cover
even wider areas.","派手なじょうろ。
その派手さで、かなりの範囲に
水をまくことができる。"
724,910,Joy Waterpot,幸せのじょうろ,25,0,2500,9,Icon_Item_FarmTool_010,2,1,147,1,"A lovely waterpot. So lovely that its water strikes the
field like tears from an omnibenevolent deity.","ラブリーなじょうろ。
そのラブリーさで、雨のような
水をまくことができる。"
725,911,Cheap Sickle,ボロのカマ,26,300,38,0,Icon_Item_FarmTool_011,2,1,12,1,"A rusty old sickle. Use it to cut weeds and plants. You
can also cut crops to collect seeds.","使い古されたカマ。
畑にある草や作物を刈り取ることができる。
成長した作物を刈り取ると種が手に入る。"
726,912,Iron Sickle,草刈りのカマ,26,3000,140,2,Icon_Item_FarmTool_012,2,1,44,1,"A fairly sharp sickle. Use it to cut weeds and plants.
You can also cut crops to collect seeds.","少し広く刈れるカマ。
畑にある草や作物を刈り取ることができる。
成長した作物を刈り取ると種が手に入る。"
727,913,Quality Sickle,上物のカマ,26,25000,400,4,Icon_Item_FarmTool_013,2,1,66,1,"A high-quality sickle. Use it to cut weeds and plants.
You can also cut crops to collect seeds.","切れ味を上げたカマ。
畑にある草や作物を刈り取ることができる。
成長した作物を刈り取ると種が手に入る。"
728,914,Love Sickle,愛情のカマ,26,0,600,7,Icon_Item_FarmTool_014,2,1,145,1,"An outstanding sickle. Use it to cut weeds and
plants. You can also cut crops to collect seeds.","切れ味が高いカマ。
畑にある草や作物を刈り取ることができる。
成長した作物を刈り取ると種が手に入る。"
729,915,Legendary Sickle,名工カマイタチ,26,0,2500,9,Icon_Item_FarmTool_015,2,1,146,1,"This sickle is sick...le! A rarely seen work from a
famous craftsman. Use it to cut weeds and plants.
You can also cut crops to collect seeds.","近年はなかなかお目にかかることができない、名工カマイタチ作。
畑にある草や作物を刈り取ることができる。
成長した作物を刈り取ると種が手に入る。"
735,916,Cheap Hammer,ボロハンマー,27,1500,13,0,Icon_Item_FarmTool_021,2,1,12,1,"A rusty hammer. Too old to be charged. Try not to
overwork it. Used to flatten soil.","使い古されたハンマー。ボロボロで、
チャージすることができない、連打もできない。
耕地を元に戻すことができる。"
736,917,Bronze Hammer,ブロンズハンマー,27,5000,138,2,Icon_Item_FarmTool_022,2,1,44,1,"A hammer reinforced with bronze. Can be charged
to cover wider areas. Used to flatten soil.","銅で作られたハンマー。チャージすることで、
ハンマーの効果を広げることができるようになった。
耕地を元に戻すことができる。"
737,918,Silver Hammer,シルバーハンマー,27,30000,400,4,Icon_Item_FarmTool_023,2,1,66,1,"A hammer reinforced with silver. Can be charged to
cover wider areas. Used to flatten soil.","銀で作られたハンマー。チャージすることで、
ハンマーの効果を広げることができるようになった。
耕地を元に戻すことができる。"
738,919,Golden Hammer,ゴールデンハンマー,27,0,600,7,Icon_Item_FarmTool_024,2,1,145,1,"A hammer reinforced with gold. Can be charged to
cover wider areas. Used to flatten soil.","金で作られたハンマー。チャージすることで、
ハンマーの効果を広げることができるようになった。
耕地を元に戻すことができる。"
739,920,Platinum Hammer,プラチナム,27,0,2500,9,Icon_Item_FarmTool_025,2,1,147,1,"A hammer made from platinum. Efficient thanks to its
short charge time. Used to flatten soil.","農具のひとつで、プラチナを使用。
チャージするスピードも上がり、ハンマーの効果を
十分に発揮できる。耕地を元に戻すことができる。"
730,921,Cheap Axe,ボロのオノ,28,1500,34,0,Icon_Item_FarmTool_016,2,1,12,1,"A rusty axe. Too old to be charged. Try not to
overwork it.","使い古されたオノ。
ボロボロで、チャージすることができない。
連打も出来ない。"
731,922,Chopping Axe,まき割りのオノ,28,5000,130,2,Icon_Item_FarmTool_017,2,1,44,1,"A sturdy axe made of bronze. Can be charged to
cover wider areas.","銅で作られた農作向けのオノ。
チャージすることで、オノの効果を
広げることができるようになった。"
732,923,Lumber Axe,伐採のオノ,28,30000,400,4,Icon_Item_FarmTool_018,2,1,66,1,"A nice strong axe made of silver. Can be charged to
cover wider areas.","銀で作られた農作向けのオノ。
チャージすることで、オノの効果を
広げることができるようになった。"
733,924,Mountain Axe,山守のオノ,28,0,600,7,Icon_Item_FarmTool_019,2,1,145,1,"An axe made of gold. Can be charged to cover
wider areas.","金で作られた農作向けのオノ。
チャージすることで、オノの効果を
広げることができるようになった。"
734,925,Miracle Axe,奇跡のオノ,28,0,2500,9,Icon_Item_FarmTool_020,2,1,147,1,"An axe so amazing that poems extol its noble deeds.
Efficient thanks to its short charge time.","チャージするスピードも上がり、
オノの効果を十分に発揮できる。
目指せ木材マスター。"
740,926,Cheap Pole,ボロの釣竿,29,1500,44,0,Icon_Item_FarmTool_026,2,1,12,1,"A flimsy fishing pole. So fragile that hooking a large
fish may snap it.","使い古された釣竿。
ボロボロなため、大きな魚を釣ろうとすると
もしかしたら折れるかも……。"
741,927,Beginner's Pole,初心者の釣竿,29,5000,170,2,Icon_Item_FarmTool_027,2,1,44,1,"A pole for beginners. Can be charged to attract fish
from far away.","初心者向けの釣竿。
チャージすることで、遠くの魚も浮きに
寄ってくるようになる。"
742,928,Skilled Pole,中級者の釣竿,29,25000,440,4,Icon_Item_FarmTool_028,2,1,66,1,"A pole for novice fishers. Can be charged to attract
fish from far away.","中級者向けの釣竿。
チャージすることで、遠くの魚も浮きに
寄ってくるようになる。"
743,929,Famous Pole,名人の釣竿,29,0,650,7,Icon_Item_FarmTool_029,2,1,145,1,"A pole for master fishers. Can be charged to attract
fish from far away.","釣り名人ご用達の釣竿。
チャージすることで、遠くの魚も浮きに
寄ってくるようになる。"
744,930,Sacred Pole,御神木の釣竿,29,0,2500,9,Icon_Item_FarmTool_030,2,1,147,1,"A pole too strong to ever break. Can be charged to
attract fish from far away.","絶対に折れない丈夫な釣竿。
チャージすることで、遠くの魚も浮きに
寄ってくるようになる。"
745,931,Brush,ブラシ,35,2400,640,0,Icon_Item_FarmTool_031,2,1,12,1,"A tool used to brush monsters. Capable of grooming
just about anything!","モンスターの世話をするための道具。
毛先が硬く、どんなモンスターの毛でも
とかすことができる。"
746,932,Clippers,毛がりバサミ,36,1900,520,0,Icon_Item_FarmTool_032,2,1,12,1,"A tool used to trim and clip wooly fur. Designed not
to hurt its target.","モコモコの毛を刈るための道具。
モンスターを傷つけないような作りに
なっている。"
747,933,Magnifying Glass,虫メガネ,37,2000,500,0,Icon_Item_FarmTool_033,2,1,12,1,"A tool used to check soil quality. Equip and examine
fields to learn more about your crops.","畑の土質を調べることができる道具。
装備して、畑を見ることで
様々な情報を調べることができる。"
751,1000,Small Shield,スモールシールド,30,70,22,0,Icon_Item_Equip_023,2,1,12,1,"A small shield, easy to use. Low defense capability.","小さくて使いやすい盾。
防御力はあまり高くない。"
752,1002,Iron Shield,アイアンシールド,30,1240,47,0,Icon_Item_Equip_024,2,1,30,1,"A simple shield made from iron. Wide, so it stops
attacks fairly easily.","鉄で作られたシンプルな盾。
盾の大きさが広くなり、
攻撃を止めやすくなっている。"
750,1003,Monkey Plush,さるのぬいぐるみ,30,3950,74,0,Icon_Item_Equip_022,2,1,38,1,"A cute stuffed animal. Sold out in stores due to how
terrifyingly cuddly it is.",愛らしいぬいぐるみ。
753,1004,Round Shield,ラウンドシールド,30,5440,118,0,Icon_Item_Equip_025,2,1,44,1,"A rounded shield. Used to fend off attacks rather
than simply deflect them.","丸い形状の盾。
攻撃を止めるというよりも、
受け流す用途に使われる。"
754,1005,Turtle Shield,タートルシールド,30,9800,240,0,Icon_Item_Equip_026,2,1,55,1,"A shield made by combining turtle shells. Very heavy,
and often used in training. Resists being blown away.","カメのこうらをつなぎ合わせ、ひとつの盾にした防具。
非常に重いため、訓練にも使われる。
吹き飛ばされにくくなる。"
755,1006,Chaos Shield,カオスシールド,30,21500,480,0,Icon_Item_Equip_027,2,1,66,1,"A shield that goes with the chaos blade. Highly
resistant to poison, paralysis, and seals.","カオスブレードと対をなす盾。
毒、マヒ、封印への耐性が高い。
盾には顔の形の模様が描かれている。"
756,1007,Bone Shield,ボーンシールド,30,42000,610,0,Icon_Item_Equip_028,2,1,99,1,"A shield that's both light and hard. Its featherweight
nature makes it easy to handle.","軽さと硬さを両立した盾。
非常に軽い素材でできていて
すばやい攻撃にも対応できる。"
757,1008,Magic Shield,マジックシールド,30,71500,1200,0,Icon_Item_Equip_029,2,1,99,1,"A shield that blocks magic attacks and seals. Best
used together with a staff.","魔法攻撃を防ぐ盾。
さらに、封印攻撃を防ぐので
杖とあわせると効果が倍増。"
758,1009,Heavy Shield,ヘヴィシールド,30,90000,940,0,Icon_Item_Equip_030,2,1,119,1,"A shield made from layers of iron. Big and tough, with
a high chance of resisting critical hits. Holding it
makes your arms tired.","鉄を重ね合わせて作った盾。
大きくとても頑丈でクリティカルを受けにくい。
重すぎて、すぐに腕が痛くなるのが欠点。"
759,1010,Platinum Shield,プラチナシールド,30,127000,3800,0,Icon_Item_Equip_031,2,1,123,1,"A durable shield made of pure platinum. Won't
break even if you drop it from two stories up. Greatly
resists stuns and critical hits.","純度の高いプラチナで作られた
高い耐久性を持つ盾、２階から落ちても壊れない。
スタンやクリティカルをかなり受けにくくなる。"
760,1011,Kite Shield,カイトシールド,30,378000,4600,0,Icon_Item_Equip_032,2,1,117,1,"A shield with high defensive power. Simply shaped,
easy to use, and highly resistant to stun.","高い防御力と使いやすさのバランスが取れた盾。
シンプルな形状が一番。
スタンしにくくなる。"
761,1012,Knight Shield,ナイトシールド,30,0,7900,0,Icon_Item_Equip_033,2,1,145,1,"Proof of bravery, only borne by a chosen few. Has a
very high chance of resisting stun and critical hits.","勇士の証ともされ、
限られた者しか所有することを許されない盾。
スタンやクリティカルを受けにくくなる。"
762,1013,Element Shield,エレメンタルシールド,30,0,14800,0,Icon_Item_Equip_034,2,1,145,1,"A shield that raises defense against elemental
attacks. Lighter than it looks and very easy to use.","属性攻撃に対する防御力が上がる盾。
見た目よりも軽く、扱いやすい。"
763,1014,Magical Shield,マジカルシールド,30,0,18000,0,Icon_Item_Equip_035,2,1,146,1,"High in magic defense and resists status ailments.
The crystal in its center reduces magic attacks.","高い魔法防御と、状態異常への抗力を持つ盾。
盾の中央に飾られた結晶が
魔法攻撃を軽減させる。"
764,1015,Prism Shield,プリズムシールド,30,0,30000,0,Icon_Item_Equip_036,2,1,150,1,"A shield that fends off magic attacks. Reduces
damage by diffusing magical power. Blocks seals.","魔法攻撃を受け流す盾。
魔法の力を乱反射させてダメージを軽減。
封印攻撃を受けない。"
765,1016,Rune Shield,ルーンシールド,30,0,110000,0,Icon_Item_Equip_037,2,1,150,1,"A shield made with runes. Not easily damaged, and
blocks magic attacks. Halves light and darkness
damage.","ルーンとあわせて作られた盾。
傷が付きにくく、魔法攻撃も防ぐ。
光と闇属性のダメージを半減する。"
